id,text,label,category,risk_score_expected,language_style,platform,has_url,has_phone,has_bank,has_otp,has_money,has_urgency,has_reward,has_job,text_length,noise_type,expected_reason
1500,วันนี้ห้องเรียน คณะวิทย์ เปิดไหมครับ ‼️💸,normal,tu_general,0.17,short_message,Web Form,0,0,0,0,0,0,0,0,40,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1501,รุ่นพี่ฝากบอกให้โอนค่าชีทด่วน ไม่งั้นหมดสิทธิ์ ⚠️,scam,tu_scam,0.94,slang,X/Twitter,0,0,0,0,1,1,0,0,49,emoji,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1502,ของอยู่ต่างจังหวัด โอนก่อนส่งเท่านั้น ราคาพิเศษถึงวันนี้ 📌😅 inbox ได้,scam,marketplace_scam,0.95,thai_english_mix,LINE,0,0,0,0,1,0,0,0,69,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1503,มีลิงก์ให้กรอกข้อมูลเพื่อรับสิทธิ์ ลองเช็คก่อนนะ 💬👍,suspicious,phishing_risk,0.72,emoji,SMS,1,0,0,0,0,0,0,0,51,emoji,มีลิงก์หรือการชวนคลิกลิงก์; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1504,สมัครงานง่ายๆ ได้เงินเร็ว แต่ต้องจ่ายค่าสมัครก่อน 🙏🥺,suspicious,job_risk,0.68,formal,TU Marketplace,0,0,0,0,1,0,0,1,52,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีบริบทสมัครงาน/รายได้; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1505, นัดรับหน้า  คณะวิทย์  ได้ครับ  สะดวกช่วงเย็น ,normal,tu_marketplace,0.15,casual,LINE,0,0,0,0,0,0,0,0,46,spacing_noise,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1506,ของอยู่ต่างจังหวัด โอนก่อนส่งเท่านั้น ราคาพิเศษถึงวันนี้ 🥺🙏 ทัก DM,scam,marketplace_scam,0.92,emoji,SMS,0,0,0,0,1,0,0,0,66,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1507,รับทุนการศึกษาเร่งด่วน กรอกข้อมูลและเลขบัญชีที่ [URL] verify pls,scam,fake_scholarship,0.9,short_message,TU Marketplace,1,0,1,1,1,1,1,0,64,thai_english_mix,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1508,โอนมัดจำค่าหอ 200 บาทได้ไหมครับ inbox ได้,normal,tu_marketplace,0.25,short_message,Email,0,0,0,0,1,0,0,0,41,none,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1509,ไม่สะดวกนัดรับ ขอส่งอย่างเดียว โอนก่อนส่งนะ 👍🥺,suspicious,marketplace_risk,0.73,slang,LINE,0,0,0,0,1,0,0,0,46,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1510,มีลิงก์ให้กรอกข้อมูลเพื่อรับสิทธิ์ ลองเช็คก่อนนะ ‼️ inbox ได้,suspicious,phishing_risk,0.5,slang,TU Marketplace,1,0,0,0,0,0,0,0,61,emoji,มีลิงก์หรือการชวนคลิกลิงก์; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1511,คุณได้รับสิทธิ์ทุนพิเศษ โอนค่าดำเนินการ 200 บาทก่อนรับทุน now ทัก DM,scam,fake_scholarship,0.93,thai_english_mix,X/Twitter,0,0,0,0,1,1,1,0,68,thai_english_mix,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1512,มีลิงก์ให้กรอกข้อมูลเพื่อรับสิทธิ์ ลองเช็คก่อนนะ DM me inbox ได้,suspicious,phishing_risk,0.73,thai_english_mix,X/Twitter,1,0,0,0,0,0,0,0,64,thai_english_mix,มีลิงก์หรือการชวนคลิกลิงก์; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1513,วันนี้ห้องเรียน บร.2 เปิดไหมครับ 🥺,normal,tu_general,0.23,casual,IG DM,0,0,0,0,0,0,0,0,34,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1514,หาคนช่วยงานอีเวนต์ในมอ มีรายละเอียดงานและสถานที่ชัดเจน ส่งในกลุ่มได้เลย,normal,tu_job_real,0.17,formal,Email,0,0,0,0,0,0,0,1,71,repeat_chars,มีบริบทสมัครงาน/รายได้; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1515,งานออนไลน์ได้เงินวันละ 5000 ไม่ต้องสัมภาษณ์ สมัครด่วน 💬😅 inbox ได้,scam,job_scam,0.8,casual,X/Twitter,0,0,0,0,1,1,0,1,66,emoji,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีบริบทสมัครงาน/รายได้
1516,สมัครงาน part-time online จ่ายค่าสมัครก่อน 1500 แล้วเริ่มงานได้เลย DM me,scam,job_scam,0.97,casual,LINE,0,0,0,0,0,0,0,1,72,thai_english_mix,มีบริบทสมัครงาน/รายได้
1517,ทักไลน์อย่างเดียวครับ ไม่ค่อยตอบในกลุ่ม 👍📌 line: @fakeid,suspicious,marketplace_risk,0.62,short_message,Facebook Group,0,0,0,0,0,0,0,0,56,emoji,มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1518,มีคนขอรหัสยืนยัน  บอกว่าเป็นแอดมินกลุ่ม line: @fakeid,suspicious,otp_risk,0.75,formal,LINE,0,0,0,1,0,0,0,0,53,spacing_noise,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1519,งานออนไลน์รายได้สูงมาก ไม่ต้องสัมภาษณ์ แค่ทักแชท 🙏⚠️,suspicious,job_risk,0.53,slang,X/Twitter,0,0,0,0,1,0,0,1,52,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีบริบทสมัครงาน/รายได้; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1520,สมัครงานง่ายๆ ได้เงินเร็ว แต่ต้องจ่ายค่าสมัครก่อน 🔥,suspicious,job_risk,0.59,casual,Web Form,0,0,0,0,1,0,0,1,51,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีบริบทสมัครงาน/รายได้; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1521,แอดมินคณะขอค่าจองสิทธิ์สอบ โอนมาที่ xxx-x-xxxxx-x ภายในวันนี้ inbox ได้,scam,tu_scam,0.86,formal,X/Twitter,0,0,1,0,1,1,0,0,71,none,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1522,นัดรับหน้า บร.2 ได้ครับ สะดวกช่วงเย็น DM me inbox ได้,normal,tu_marketplace,0.1,thai_english_mix,LINE,0,0,0,0,0,0,0,0,53,thai_english_mix,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1523,คลิกลิงก์นี้เพื่อยืนยันบัญชีนักศึกษา [URL] 😅✨,scam,phishing,0.97,short_message,Email,1,0,1,0,0,0,0,0,45,emoji,มีลิงก์หรือการชวนคลิกลิงก์
1524,มีลิงก์ให้กรอกข้อมูลเพื่อรับสิทธิ์ ลองเช็คก่อนนะ 🥺📌,suspicious,phishing_risk,0.71,short_message,Discord,1,0,0,0,0,0,0,0,51,emoji,มีลิงก์หรือการชวนคลิกลิงก์; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1525,Your account has been suspended verify now [URL] 🥺📌,scam,phishing,0.88,short_message,TU Marketplace,1,0,0,1,0,1,0,0,51,emoji,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า
1526,ขายหนังสือ CS222 มือสอง นัดรับ หน้าโดม ได้ ok?,normal,tu_marketplace,0.11,thai_english_mix,LINE,0,0,0,0,0,0,0,0,46,thai_english_mix,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1527,โอนมัดจำค่าหอ 500 บาทได้ไหมครับ 🥺,normal,tu_marketplace,0.26,short_message,Email,0,0,0,0,1,0,0,0,33,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1528,คุณได้รับสิทธิ์ทุนพิเศษ โอนค่าดำเนินการ 1500 บาทก่อนรับทุน verify pls,scam,fake_scholarship,0.84,formal,IG DM,0,0,0,1,1,0,1,0,69,thai_english_mix,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1529,ขอแนวข้อสอบ CS222 หน่อยครับ ‼️⚠️,normal,tu_general,0.27,emoji,IG DM,0,0,0,0,0,0,0,0,32,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1530,ของถูกมาก  แต่ต้องจองภายในวันนี้ inbox ได้,suspicious,marketplace_risk,0.5,thai_english_mix,Discord,0,0,0,0,0,1,0,0,42,spacing_noise,มีคำเร่งเร้า; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1531,ระบบแจ้งให้ยืนยันข้อมูลบางอย่างภายในวันนี้ ✅,suspicious,phishing_risk,0.52,slang,Web Form,0,0,0,0,0,1,0,0,44,emoji,มีคำเร่งเร้า; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1532,มีลิงก์ Google Meet สำหรับประชุมไหมครับ now ทัก DM,normal,meeting,0.26,thai_english_mix,IG DM,1,0,0,0,0,1,0,0,50,thai_english_mix,มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1533, มีลิงก์ให้กรอกข้อมูลเพื่อรับสิทธิ์  ลองเช็คก่อนนะ ,suspicious,phishing_risk,0.65,thai_english_mix,TU Marketplace,1,0,0,0,0,0,0,0,51,spacing_noise,มีลิงก์หรือการชวนคลิกลิงก์; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1534,ขายหนังสือ CS332 มือสอง นัดรับ หน้าโดม ได้ verify pls,normal,tu_marketplace,0.03,short_message,IG DM,0,0,0,1,0,0,0,0,53,thai_english_mix,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1535,ขาย iPad ใช้เรียน นัดรับในมอได้ เช็คของก่อนจ่าย 💸,normal,tu_marketplace,0.26,short_message,Discord,0,0,0,0,0,0,0,0,49,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1536, ขอแนวข้อสอบ  CS251  หน่อยครับ ,normal,tu_general,0.2,slang,LINE,0,0,0,0,0,0,0,0,31,spacing_noise,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1537,บัญชีนี้ของแฟนเราเอง ปลอดภัยแน่นอน โอนมาเลย ✅💬,scam,marketplace_scam,0.83,short_message,Discord,0,0,1,0,1,0,0,0,46,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1538,ของถูกมาก แต่ต้องจองภายในวันนี้ 🥺👍,suspicious,marketplace_risk,0.53,thai_english_mix,X/Twitter,0,0,0,0,0,1,0,0,34,emoji,มีคำเร่งเร้า; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1539,บัญชีคุณถูกระงับ กรุณายืนยันตัวตนทันทีที่ forms.example.invalid/fake 💸,scam,phishing,0.97,casual,Email,1,0,1,1,0,1,0,0,70,emoji,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า
1540,job online รายได้สูง ไม่ต้องมีประสบการณ์ โอนค่าประกันก่อนเริ่มงาน verify pls ส่งในกลุ่มได้เลย,scam,job_scam,0.97,thai_english_mix,SMS,0,0,0,1,1,0,0,1,93,thai_english_mix,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีบริบทสมัครงาน/รายได้
1541,หอพักแถวเชียงรากเดือนละไม่เกิน 5000 มีแนะนำไหม ASAP,normal,tu_general,0.15,slang,TU Marketplace,0,0,0,0,0,0,0,0,51,thai_english_mix,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1542,ขายหนังสือ TU100 มือสอง นัดรับ หน้าโดม ได้ 🙏 line: @fakeid,normal,tu_marketplace,0.27,casual,Facebook Group,0,0,0,0,0,0,0,0,58,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1543,นัดรับหน้า คณะวิทย์ ได้ครับ สะดวกช่วงเย็น 👍,normal,tu_marketplace,0.27,casual,Facebook Group,0,0,0,0,0,0,0,0,43,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1544,เจ้าหน้าที่มหาลัยขอ username password เพื่อตรวจสอบสถานะ ✨ inbox ได้,scam,impersonation,0.81,emoji,SMS,0,0,0,0,0,0,0,0,67,emoji,
1545,ขายหนังสือ CS222 มือสอง นัดรับ หอสมุดป๋วย ได้,normal,tu_marketplace,0.04,slang,TU Marketplace,0,0,0,0,0,0,0,0,45,typo,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1546,สมัครงาน part-time online จ่ายค่าสมัครก่อน 1500 แล้วเริ่มงานได้เลย 😅📌,scam,job_scam,0.8,slang,IG DM,0,0,0,0,0,0,0,1,69,emoji,มีบริบทสมัครงาน/รายได้
1547,ใครเจอบัตรนักศึกษาที่ คณะวิทย์ ทักมาหน่อยครับ ✅💸,normal,tu_general,0.1,slang,Facebook Group,0,0,0,0,0,0,0,0,48,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1548,ใครเจอบัตรนักศึกษาที่ หอสมุดป๋วย ทักมาหน่อยครับ ok?,normal,tu_general,0.18,formal,Web Form,0,0,0,0,0,0,0,0,51,thai_english_mix,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1549,บอกว่ามีทุนพิเศษแต่ต้องรีบกรอกข้อมูล,suspicious,tu_scam_risk,0.67,formal,IG DM,0,0,0,0,1,1,1,0,36,none,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1550,ขาย iPad ใช้เรียน นัดรับในมอได้ เช็คของก่อนจ่าย ‼️📌,normal,tu_marketplace,0.06,formal,Discord,0,0,0,0,0,0,0,0,51,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1551,ขายหนังสือ  CS332  มือสอง  นัดรับ  หอสมุดป๋วย  ได้,normal,tu_marketplace,0.15,short_message,IG DM,0,0,0,0,0,0,0,0,50,spacing_noise,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1552,ขอแนวข้อสอบ CS332 น่อยคับ,normal,tu_general,0.06,emoji,X/Twitter,0,0,0,0,0,0,0,0,25,typo,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1553,ใครเจอบัตรนักศึกษาที่ หอสมุดป๋วย ทักมาหน่อยครับ ส่งในกลุ่มได้เลย,normal,tu_general,0.02,slang,Web Form,0,0,0,0,0,0,0,0,64,none,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1554,สมัครงาน part-time online จ่ายค่าสมัครก่อน 500 แล้วเริ่มงานได้เลย 💸🙏,scam,job_scam,0.89,emoji,Facebook Group,0,0,0,0,0,0,0,1,68,emoji,มีบริบทสมัครงาน/รายได้
1555,รับทุนการศึกษาเร่งด่วนนน กรอกข้อมูลและเลขบัญชีที่ forms.example.invalid/fake,scam,fake_scholarship,0.94,formal,SMS,1,0,1,0,1,1,1,0,76,repeat_chars,มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1556,โอนมัดจำค่าหอ 200 บาทได้ไหมครับ 🥺 ส่งในกลุ่มได้เลย,normal,tu_marketplace,0.18,thai_english_mix,Email,0,0,0,0,1,0,0,0,50,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1557,ขาย iPad ใช้เรียน นัดรับในมอได้ เช็คของก่อนจ่าย 💬💸 ส่งในกลุ่มได้เลย,normal,tu_marketplace,0.27,short_message,IG DM,0,0,0,0,0,0,0,0,67,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1558,ประกาศจากคณะให้กรอกแบบประเมินรายวิชาในระบบทางการ ⚠️📌,normal,admin_real,0.12,formal,IG DM,0,0,0,0,0,0,0,0,52,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1559,คุณได้รับสิทธิ์ทุนพิเศษ โอนค่าดำเนินการ 300 บาทก่อนรับทุน 👍😅,scam,fake_scholarship,0.9,casual,SMS,0,0,0,0,1,0,1,0,60,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1560,รับทุนการศึกษาเร่งด่วน กรอกข้อมูลและเลขบัญชีที่ example.invalid/verify 😅,scam,fake_scholarship,0.83,thai_english_mix,IG DM,1,0,1,1,1,1,1,0,72,emoji,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1561,Your account has been suspended verify now bit.ly/example_fake 🥺✨,scam,phishing,0.91,thai_english_mix,SMS,1,0,0,1,0,1,0,0,65,emoji,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า
1562,แอดมินคณะขอค่าจองสิทธิ์สอบ โอนนมาที่ xxx-x-xxxxx-x ภายในวันนี้,scam,tu_scam,0.87,casual,SMS,0,0,1,0,1,1,0,0,62,typo,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1563,คุณได้รับสิทธิ์ทุนพิเศษ โอนค่าดำเนินการ 100 บาทก่อนรับทุน line: @fakeid,scam,fake_scholarship,0.87,formal,LINE,0,0,0,0,1,0,1,0,71,none,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1564,ขอเลขบชพร้อมเพย์หน่อยครับ จะโอนนค่าชีท ทัก DM,normal,tu_marketplace,0.27,slang,IG DM,0,0,1,0,1,0,0,0,45,typo,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1565,ระบบ TU แจ้งเตือน ให้ update password ผ่าน example.invalid/verify ด่วน ส่งในกลุ่มได้เลย,scam,phishing,0.83,thai_english_mix,Email,1,0,0,1,0,1,0,0,87,none,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า
1566,ขายหนังสือ CS251 มือสอง นัดรับ SC3 ได้ 🙏😅,normal,tu_marketplace,0.29,thai_english_mix,IG DM,0,0,0,0,0,0,0,0,41,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1567,งานออนไลน์รายได้สูงมาก ไม่ต้องสัมภาษณ์ แค่ทักแชท 💬📌,suspicious,job_risk,0.49,formal,Facebook Group,0,0,0,0,1,0,0,1,51,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีบริบทสมัครงาน/รายได้; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1568,ขอแนวข้อสอบ  EL171  หน่อยครับ,normal,tu_general,0.07,short_message,Facebook Group,0,0,0,0,0,0,0,0,29,spacing_noise,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1569,แอดมินคณะขอค่าจองสิทธิ์สอบ  โอนมาที่  xxx-x-xxxxx-x  ภายในวันนี้,scam,tu_scam,0.82,thai_english_mix,SMS,0,0,1,0,1,1,0,0,64,spacing_noise,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1570,คุณได้รับสิทธิ์ทุนพิเศษ โอนค่าดำเนินการ 200 บาทก่อนรับทุน pls,scam,fake_scholarship,0.97,short_message,Discord,0,0,0,0,1,0,1,0,61,thai_english_mix,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1571,job online รายได้สูง ไม่ต้องมีประสบการณ์ โอนค่าประกันก่อนเริ่มงาน DM me ส่งในกลุ่มได้เลย,scam,job_scam,0.94,thai_english_mix,Facebook Group,0,0,0,0,1,0,0,1,88,thai_english_mix,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีบริบทสมัครงาน/รายได้
1572,พัสดุติดปัญหา ชำระค่าธรรมเนียมที่ tu-form.example.invalid เพื่อรับของ DM me,scam,delivery_scam,0.89,thai_english_mix,Facebook Group,1,0,0,0,0,0,0,0,75,thai_english_mix,มีลิงก์หรือการชวนคลิกลิงก์
1573,Your account has been suspended verify now example.invalid/verify ทัก DM,scam,phishing,0.81,casual,Facebook Group,1,0,0,1,0,1,0,0,72,none,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า
1574,ขอแนวข้อสอบ CS332 หน่อยครับ line: @fakeid,normal,tu_general,0.11,short_message,LINE,0,0,0,0,0,0,0,0,41,none,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1575,งานออนไลน์รายได้สูงมาก ไม่ต้องสัมภาษณ์ แค่ทักแชท 💸📌,suspicious,job_risk,0.53,casual,TU Marketplace,0,0,0,0,1,0,0,1,51,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีบริบทสมัครงาน/รายได้; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1576,วันนี้ห้องเรียน บร.2 เปิดไหมครับ 😅,normal,tu_general,0.18,emoji,SMS,0,0,0,0,0,0,0,0,34,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1577,หาคนช่วยงานอีเวนต์ในมอ มีรายละเอียดงานและสถานที่ชัดเจน ทัก DM,normal,tu_job_real,0.09,thai_english_mix,LINE,0,0,0,0,0,0,0,1,61,typo,มีบริบทสมัครงาน/รายได้; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1578, สมัครงาน  part-time  online  จ่ายค่าสมัครก่อน  300  แล้วเริ่มงานได้เลย  line: @fakeid,scam,job_scam,0.92,slang,Discord,0,0,0,0,0,0,0,1,86,spacing_noise,มีบริบทสมัครงาน/รายได้
1579,ร้านกาแฟแถวรังสิตรับพาร์ทไทม์ ชั่วโมงละ 80 บาท มีสัมภาษณ์หน้าร้าน pls,normal,tu_job_real,0.06,thai_english_mix,Discord,0,0,0,0,1,0,0,1,69,thai_english_mix,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีบริบทสมัครงาน/รายได้; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1580,มีคนจองหลายคน ถ้าเอาโอนมัดจำมาก่อนได้เลย ⚠️🔥,suspicious,marketplace_risk,0.71,slang,LINE,0,0,0,0,1,0,0,0,44,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1581,แอดมินคณะขอค่าจองสิทธิ์สอบ โอนมาที่ พร้อมเพย์ 08x-xxx-xxxx ภายในวันนี้ ⚠️✨ line: @fakeid,scam,tu_scam,0.88,emoji,X/Twitter,0,1,1,0,1,1,0,0,88,emoji,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1582,รับทุนการศึกษาเร่งด่วน กรอกข้อมูลและเลขบัญชีที่ forms.example.invalid/fake ✨🙏,scam,fake_scholarship,0.91,casual,Facebook Group,1,0,1,0,1,1,1,0,77,emoji,มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1583,รับหิ้วของจากญี่ปุ่น สนใจทักได้ นัดรับได้ในมอ ‼️ ทัก DM,normal,tu_general,0.19,emoji,LINE,0,0,0,0,0,0,0,0,55,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1584,ระบบ TU แจ้งเตือน ให้ update password ผ่าน example.invalid/verify ด่วน pls,scam,phishing,0.97,casual,SMS,1,0,0,1,0,1,0,0,74,thai_english_mix,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า
1585,ขอเลขบัญชีพร้อมเพย์หน่อยครับ จะโอนค่าชีท 📌🚨 ส่งในกลุ่มได้เลย,normal,tu_marketplace,0.08,casual,LINE,0,0,1,0,1,0,0,0,60,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1586,อ้างว่าเป็นรุ่นพี่คณะ ขอให้โอนนเงินช่วยจองสิทธิ์,suspicious,tu_scam_risk,0.47,thai_english_mix,Web Form,0,0,0,0,1,0,0,0,48,typo,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1587,กดลิงก์รับเงินคืนค่าธรรมเนียมการศึกษา example.invalid/verify 🚨,scam,refund_scam,0.85,short_message,Discord,1,0,0,1,1,0,1,0,62,emoji,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีลิงก์หรือการชวนคลิกลิงก์; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1588,ทักไลน์อย่างเดียวครับ ไม่ค่อยตอบในกลุ่ม ⚠️✨,suspicious,marketplace_risk,0.65,emoji,IG DM,0,0,0,0,0,0,0,0,43,emoji,มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1589,ประกาศจากคณะให้กรอกแบบประเมินรายวิชาในระบบทางการ 😅 inbox ได้,normal,admin_real,0.11,emoji,SMS,0,0,0,0,0,0,0,0,60,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1590,ขอเลขบัญชีพร้อมเพย์น่อยครับ จะโอนนค่าชีท inbox ได้,normal,tu_marketplace,0.26,thai_english_mix,LINE,0,0,1,0,1,0,0,0,50,typo,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1591,แอดมินคณะขอค่าจองสิทธิ์สอบ โอนมาที่ พร้อมเพย์ 08x-xxx-xxxx ภายในวันนี้ 🚨,scam,tu_scam,0.8,casual,TU Marketplace,0,1,1,0,1,1,0,0,72,emoji,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1592,รับหิ้วของจากญี่ปุ่น สนใจทักได้ นัดรับได้ในมอ 💸,normal,tu_general,0.29,thai_english_mix,Email,0,0,0,0,0,0,0,0,47,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1593,วันนี้ห้องเรียน SC3 เปิดไหมครับ 😅🥺,normal,tu_general,0.3,casual,Web Form,0,0,0,0,0,0,0,0,34,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
